Song,Uri,Artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Wait a Minute!,0y60itmpH0aPKsFiGxmtnh,WILLOW,0.764,0.705,3,-5.279,0,0.0278,0.0371,1.94e-05,0.0943,0.672,101.003
Crystal Dolphin,6kx8Hf1Udk4V0Ivq6zpoyG,Engelwood,0.567,0.687,1,-9.041,0,0.125,0.36,0.00293,0.474,0.396,128.201
Be Gone Thot!,3G47RiG2PrvEVo4panDHi9,LIL MAYO,0.922,0.451,2,-5.989,1,0.12,0.0142,4.74e-05,0.169,0.457,120.045
Can't Take My Eyes off You,1kbGCuCsD7ZhCOYkm8Bnts,Craymer,0.525,0.185,11,-14.938,0,0.0427,0.941,0.0162,0.356,0.0393,122.214
Cartier,6zcSWREy1vcJ4aWt7bzBW3,Dopebwoy,0.849,0.778,0,-5.443,1,0.217,0.0358,1.43e-06,0.126,0.634,126.842
Ophelia,3d8y0t70g7hw2FOWl9Z4Fm,The Lumineers,0.664,0.573,5,-6.519,1,0.0277,0.613,0.000363,0.0857,0.566,76.023
Death (feat. DaBaby),6YfTl5YupXOQBKiJJLrxcw,Trippie Redd,0.802,0.82,10,-5.969,0,0.146,0.0579,0.0,0.149,0.613,164.005
Double Tap,1LfagSIZSiZbzbw8rJ3bsX,Benji Reyes,0.647,0.684,2,-4.408,1,0.0784,0.178,0.0,0.0571,0.802,99.928
No Face No Case,3ZIc9JjtVQadMkew71IhLf,Vinny West,0.953,0.374,4,-11.926,0,0.39,0.728,0.0,0.27,0.525,102.998
Lost Boys,0X9nRm29fiHY1rKSpm6Jc2,Christopher Needle,0.599,0.499,1,-11.184,0,0.429,0.411,4.33e-06,0.223,0.34,81.59
shining on my ex,1IhMuuTCpO0K7BM2MmIZ0w,bbno$,0.645,0.487,4,-8.584,0,0.352,0.121,0.0,0.0931,0.618,88.893
Ligma,34h5d8SNbI0nnsJ9TNP7bv,Billy Marchiafava,0.937,0.397,8,-9.414,1,0.418,0.0915,0.0,0.0919,0.603,128.561
FML,6lruHh1jF7ezgbLv72xYmf,Arizona Zervas,0.822,0.575,5,-5.95,1,0.0934,0.113,0.0,0.106,0.616,100.087
Vibin',7ang2G6KAVl0lTRWzm4RWv,Kesh Kesh,0.686,0.805,11,-6.816,0,0.154,0.00478,1.09e-06,0.0887,0.289,130.981
Tunnel of Love,1K4OfBFaLleSUaUVjp1l2X,ilyTOMMY,0.683,0.636,7,-12.096,0,0.0978,0.302,0.498,0.0972,0.615,160.012
Opaul,4areFtLMjGt4GmO4IAbGo0,Freddie Dredd,0.815,0.884,1,-4.146,1,0.213,0.00555,0.498,0.0983,0.638,145.031
Erica,3zLvSsdnNxiPSeUQW3s5EN,Kid Travis,0.885,0.542,4,-7.958,0,0.0574,0.216,2.13e-06,0.11,0.844,121.974
Break My Stride,1mCsF9Tw4AkIZOjvZbZZdT,Matthew Wilder,0.917,0.588,10,-11.047,1,0.0607,0.195,0.0,0.0914,0.828,110.077
Prom Queen,6MpCaSIOfqBqbMED4kXgNY,Beach Bunny,0.528,0.797,4,-7.487,1,0.0485,0.000391,0.011,0.14,0.751,143.785
Moral of the Story,2nC3QhMI9reBIOWutbU3Tj,Ashe,0.572,0.406,10,-8.624,1,0.0427,0.587,4.48e-06,0.102,0.265,119.812
American Boy,22UDw8rSfLbUsaAGTXQ4Z8,Estelle,0.727,0.729,0,-2.99,1,0.326,0.171,0.0,0.07,0.512,117.932
Need Me,2dzja72gQodveSpguIQGJl,J.I the Prince of N.Y,0.815,0.567,10,-4.653,0,0.135,0.156,0.0,0.0884,0.732,95.034
HYMYPOIKA,7Mds363NBqt23mfJu6SXcg,MELO,0.79,0.555,7,-9.312,1,0.093,0.00331,0.000134,0.26,0.342,91.944
idontwannabeyouanymore,41zXlQxzTi6cGAjpOXyLYH,Billie Eilish,0.483,0.412,7,-8.461,1,0.0402,0.737,0.0,0.116,0.247,170.163
These Boys,0MSk4tmyhM0apupv3z9IzJ,Adam Lambert,0.684,0.85,7,-4.309,1,0.036,0.0275,0.0,0.175,0.765,110.038
Lame Niggaz,24amfspED8GCMGkRQQ6FLz,Asian Doll,0.901,0.586,5,-8.072,0,0.337,0.0332,0.0,0.116,0.46,83.503
Love Songs - Bonus,6qL5UWxRSQYml9O99ozoLv,Kaash Paige,0.641,0.355,5,-10.599,1,0.0906,0.831,0.000855,0.11,0.453,120.032
She,45h4w81P5iJJTSeR0jJUQ8,dodie,0.479,0.154,2,-15.051,1,0.0369,0.755,0.0261,0.11,0.232,92.457
i wanna be your girlfriend,3h3pOvw6hjOvZxRUseB7h9,girl in red,0.54,0.381,7,-14.323,1,0.0347,0.0217,0.000687,0.305,0.343,155.882
Here To Stay,34z8lt0220mD5i159EpuEm,Meghan Trainor,0.753,0.45,9,-9.434,1,0.0961,0.164,1.42e-06,0.29,0.603,96.028
Falling for Ya,5hK2Ks25jW6aMmUAHpAN3F,Grace Phipps,0.8,0.882,11,-4.436,0,0.0419,0.0216,0.503,0.0247,0.964,129.94
Trust,2i4ADE3WMDarWDsQNiTqWH,Alina Baraz,0.423,0.568,2,-7.923,0,0.0495,0.628,0.0196,0.153,0.207,91.735
I'll Kill You (feat. Jhené Aiko),7EkiMl81fUHVwpItgtzI4r,Summer Walker,0.679,0.443,10,-8.528,0,0.153,0.427,0.0,0.106,0.363,104.049
You & I (Nobody in the World),55nlbqqFVnSsArIeYSQlqx,John Legend,0.456,0.342,11,-8.162,0,0.0283,0.129,0.0,0.124,0.224,84.087
The Weekend,6gU9OKjOE7ghfEd55oRO57,SZA,0.4,0.366,8,-9.405,0,0.0597,0.242,0.0,0.126,0.161,73.313
Hetkeksi,1ZfZBRT116m9NqefWEIhlG,YOUNGHEARTED,0.605,0.403,11,-10.952,1,0.0582,0.6,1.66e-06,0.117,0.478,119.804
Love Me Back,0Vs8BRdNnyuk0QXWPWvICK,Social House,0.559,0.437,3,-10.27,1,0.0311,0.585,0.0,0.101,0.43,157.991
Love Of My Life - Remastered 2011,1luVGXHe7oimtkPScdsKBe,Queen,0.329,0.179,5,-11.589,1,0.0299,0.933,5.04e-06,0.115,0.255,154.175
Call Out My Name,4MPTj8lMMvxLwT3EwuXFop,The Weeknd,0.449,0.599,1,-4.892,1,0.0369,0.211,0.0,0.327,0.165,134.144
Pretty,3Z9vR8JrHFyyjB0JoHzx6p,Landon Cube,0.679,0.853,0,-5.289,0,0.0659,0.195,0.0,0.132,0.767,76.064
sex money feelings die,0g4fzRkbLeCDUCoe5iUOcf,Lykke Li,0.789,0.534,8,-6.347,0,0.0709,0.323,3.42e-06,0.0645,0.631,134.055
Haunt U,4uTFofZ26M2VgCVq3ixUUY,mysticphonk,0.463,0.632,7,-9.577,1,0.0525,0.393,0.0,0.127,0.0894,163.71
Musta Kuva,18Zgo1o7quS5DaYcqTRQbp,SAMUEL,0.598,0.806,5,-5.942,0,0.0331,0.0214,0.0,0.203,0.246,145.089
Fine China,2NRGaA1GyCmTYfm2GRPkUe,Future,0.656,0.542,7,-7.358,1,0.323,0.0484,0.0,0.106,0.551,166.11
The Question,6ABAUBmOyfPtAUU0IpEKJf,Mac Miller,0.736,0.583,10,-6.088,1,0.109,0.0555,0.00367,0.124,0.265,134.99
Too Much,5LnXWeA9tuWKI2C1H74iiJ,Drake,0.668,0.565,6,-5.879,1,0.505,0.171,0.0,0.124,0.142,140.489
The Hills,7fBv7CLKzipRk6EC6TWHOB,The Weeknd,0.585,0.564,0,-7.063,0,0.0515,0.0671,0.0,0.135,0.137,113.003
Teenage Fever,6n3HGiq4v35D6eFOSwqYuo,Drake,0.766,0.283,8,-10.33,0,0.0846,0.111,0.0172,0.115,0.144,97.04
Privilege,26Fqtv4Aa7kyd1WWGHai6A,The Weeknd,0.391,0.595,11,-7.094,0,0.0411,0.913,0.00557,0.145,0.379,93.78
Think About Me,4LkLfPYc3yjOta7Gk8FDRB,dvsn,0.547,0.294,7,-10.202,1,0.0482,0.0607,0.786,0.0933,0.11,105.027
Luving U,64aP4hAjIPwjWiBTZCHJbK,6LACK,0.694,0.457,0,-9.675,0,0.157,0.0978,0.00151,0.112,0.135,121.953
PEACE OF MIND,46HZ8l9wPo9JNsk7dZLamb,PARTYNEXTDOOR,0.782,0.367,1,-5.28,0,0.0548,0.283,0.0,0.0899,0.425,99.005
December (feat. Luca),4QbraaiC4oHW1qmWy7M3AI,anders,0.735,0.329,9,-12.309,0,0.0359,0.319,1.26e-05,0.111,0.335,91.004
Lights Out,3qbOROR75LnNeWw8SvZL24,Nbdy,0.527,0.428,8,-10.975,0,0.0358,0.329,2.91e-06,0.106,0.172,89.984
Sä,49nSUeYRNJbtayHb8qshqD,TIPPA,0.765,0.618,9,-7.716,0,0.0632,0.155,0.0,0.0753,0.367,135.0
Test & Recognise - Flume Edit,0DaqLQjV8SuqFzrb8RyLql,Seekae,0.544,0.579,8,-8.52,1,0.0712,0.193,1.43e-05,0.117,0.294,109.769
Loukku,3tSz65Pdu27OgCfnWUiG8i,Sliki & Hamuelos,0.725,0.761,4,-7.383,0,0.0718,0.222,0.0,0.0935,0.648,79.5
Lust,7oJrVhiTPZGBXWPwhxjy9S,Lil Skies,0.718,0.767,9,-5.641,1,0.166,0.138,0.0,0.114,0.519,160.084
Bad For You,5MgiiEKLLUZSr4g74FJdG1,Lil Tracy,0.641,0.703,8,-8.292,0,0.0326,0.00261,0.0,0.111,0.442,149.944
Uusia kaatoi,3LMqz5OJHjB1AKHrYQmVdR,Konsta Original,0.905,0.452,5,-8.834,0,0.246,0.166,0.00159,0.154,0.413,90.978
Still Depressed,0iKb1TvQGQkMFuMrKfaIU7,Kid Crave,0.677,0.774,5,-5.344,0,0.0517,0.0763,0.571,0.11,0.712,149.982
The Take (feat. Chris Brown),0Odu228D0yGcFySGuxU4rY,Tory Lanez,0.464,0.547,7,-8.137,0,0.339,0.0511,0.0,0.155,0.423,67.003
Cold World,5U0Zkg2PbjZ0ZAd2HkwFWh,Teddy,0.699,0.432,2,-8.698,1,0.0566,0.43,0.0,0.103,0.192,77.5
For You,2IuiwVQPn4r3g2FR5mfv1R,Trevor Daniel,0.611,0.667,10,-7.508,0,0.0626,0.0843,6.02e-06,0.09,0.349,159.876
Without You,6kx1LwREnK7STfmjfsgFic,Promoting Sounds,0.64,0.648,0,-8.631,0,0.0305,0.00564,0.0,0.12,0.226,140.044
imperfect.,6Hd2AE0UxtnTqcruWX2u1N,frzndisciple,0.472,0.713,5,-7.739,0,0.194,0.545,0.0,0.111,0.394,161.997
THE DEVIL,44MTPLOEKZTJ24B1w01o8b,XAM,0.693,0.282,7,-11.616,0,0.0663,0.854,0.0959,0.185,0.0645,126.1
HELLP,3UQ7VRTGzkXnWyYT4Gme4a,XAM,0.76,0.564,8,-3.711,0,0.149,0.0593,0.0,0.111,0.626,79.98
Antisocial,6cIz34KwGDYamGzkLzKPWV,Oz Sparx,0.874,0.533,6,-5.472,0,0.36,0.0218,0.0,0.152,0.239,79.999
JUST ME,5W4cN8WzxWmCHEOlMwQASx,KILLBOY,0.641,0.675,7,-7.004,0,0.0916,0.395,4.78e-05,0.112,0.55,179.909
Splash,1LIPyl9jbqlf7vBfTOFeoB,Ty James,0.6,0.678,1,-5.363,1,0.0331,0.015,0.0,0.0707,0.459,134.077
WHEREDAFUCC,0L3OFVFD0gLrS18BhV895N,KILLBOY,0.788,0.809,5,-5.134,0,0.0769,0.0828,0.0,0.155,0.532,98.01
Cry,0qozTqd8QWFP309Vq9xbwq,Oz Sparx,0.671,0.509,8,-8.372,0,0.0723,0.327,0.0,0.205,0.758,162.016
Broken Memories,3pq6aUvcYOOz64QiWbS13C,TheHxliday,0.718,0.448,1,-9.62,0,0.0385,0.363,2.58e-06,0.125,0.408,143.028
Nemesis,7g2TDdt7fvTMvYs2GZm1Wp,TheHxliday,0.619,0.446,8,-11.041,1,0.124,0.723,0.000101,0.105,0.383,159.952
Still Inside My (feat. Mistery),53R7gF4PkMq4QhN6FMngo3,Andi,0.498,0.433,11,-9.758,0,0.177,0.465,0.0,0.323,0.147,85.885
So Invisible,5gejbudVH1vdafBOerYnFQ,Nick Bonin,0.695,0.653,8,-7.927,1,0.088,0.0443,0.0,0.137,0.086,96.998
Mistakes,0cm5N7sj43FBfrVoJOfLhC,TheHxliday,0.723,0.395,2,-10.229,1,0.0681,0.04,0.000229,0.279,0.0772,89.954
I Can't Sleep,5GWAraPLRsJ5EFMzqo0C3g,POORSTACY,0.624,0.656,2,-5.161,1,0.0388,0.00882,0.0,0.122,0.253,135.001
make up,1uxDHAH3cPPg5tmzcoDAIH,POORSTACY,0.781,0.474,0,-7.436,1,0.24,0.119,0.0,0.0685,0.584,87.615
Lucky Me,3knLZZeuedQWiXQ9EHjje8,Vory,0.585,0.321,1,-8.174,0,0.125,0.675,0.0,0.114,0.147,144.62
Yksin Et Ikinä Jää,4tYCGg2LLu2spZ8IvyBjap,Adizi X Typelik,0.424,0.622,1,-7.261,1,0.395,0.0353,0.0,0.165,0.136,72.754
Thank You [Not So Bad],4AqN8IdKCfItCSbuaFch81,VIZE,0.656,0.89,5,-4.981,0,0.187,0.201,1.99e-06,0.101,0.268,100.037
16v,4snvfDbYLMXfgNjuFeaPin,Cavallini & Shrty,0.809,0.628,4,-10.098,0,0.104,0.234,0.0,0.0903,0.513,93.021
Heart On Ice,6fWa5CRgy0z30OeGZyMBvD,Rod Wave,0.733,0.389,10,-8.468,0,0.0738,0.0513,0.0,0.141,0.244,157.878
Whole Lotta Lovin',01gNiOqg8u7vT90uVgOVmz,Mustard,0.51,0.398,4,-8.75,0,0.0558,0.135,3.78e-06,0.0634,0.382,119.973
All the Time,3OTSBoYKO7HzGVj8Bu2OH9,Zara Larsson,0.665,0.799,6,-2.868,0,0.0617,0.18,0.0,0.125,0.5,101.976
Jenny (I Wanna Ruin Our Friendship),35K2cKVhvqJBWlRWwsc97U,Studio Killers,0.668,0.799,11,-5.701,1,0.0333,0.00305,0.0148,0.277,0.563,133.929
Old Yeller,4Vk8mIOZ9GAj10wurLKitJ,Fokin Osk,0.859,0.424,11,-8.223,1,0.299,0.298,0.0141,0.261,0.724,86.776
Hardest To Love,5bd6nkPBuwqF7dQ2VGqGWO,The Weeknd,0.472,0.608,5,-7.873,1,0.0596,0.0966,7.51e-05,0.122,0.109,81.154
Missed You - Bonus Track,6TooMkzB9xE9FM9qxuEQeX,The Weeknd,0.716,0.364,5,-9.648,0,0.0866,0.107,9.23e-05,0.113,0.448,151.968
Save Your Tears,1EyceZltY7ovR0tNa5D8jR,The Weeknd,0.684,0.817,0,-5.499,1,0.0308,0.0222,2.15e-05,0.439,0.623,118.059
Until I Bleed Out,2b4fyeFxOIZvGVdEXC7veV,The Weeknd,0.248,0.371,0,-9.976,0,0.0357,0.444,4.62e-05,0.0911,0.17,125.273
After Hours,3pEkrBw1C7r8hgOJbMru7m,The Weeknd,0.659,0.572,5,-6.103,0,0.0305,0.0785,0.00762,0.123,0.14,108.967
PTSD,3jT2LKH0RSbQ8jIUNFzXm5,G Herbo,0.883,0.808,1,-3.158,0,0.183,0.0317,0.0,0.207,0.805,119.012
In Your Eyes,7szuecWAPwGoV1e5vGu8tl,The Weeknd,0.667,0.719,7,-5.371,0,0.0346,0.00285,8.1e-05,0.0736,0.717,100.021
FIND MY WAY,1lGHa2pwYzxQHFBUynhLtO,DaBaby,0.836,0.624,4,-6.75,0,0.184,0.187,0.0,0.138,0.7,103.0
Toosie Slide,127QTOFJsJQp5LbJbu3A1y,Drake,0.834,0.454,1,-9.75,0,0.201,0.321,6.15e-06,0.114,0.837,81.618
Viaton,0vBUA6RDc9qfH8eDAurIiu,MELO,0.628,0.685,3,-9.966,1,0.043,0.0219,0.000257,0.101,0.942,155.019
16v,4nMnSPySmQH5D0I0FM9BwE,Cavallini & Shrty,0.809,0.628,4,-10.098,0,0.104,0.234,0.0,0.0903,0.513,93.021
Drinking Problem,24YuYC6OnFqgSrc5eaMGcB,Arizona Zervas,0.514,0.712,2,-7.281,1,0.334,0.428,8.77e-06,0.112,0.487,76.393
BLACKOUT,29hrQIClzqNqMPO4bVWcjI,Lil Kapow,0.726,0.298,1,-13.879,1,0.695,0.0566,1.1e-05,0.132,0.486,150.036
Dior,79s5XnCN4TJKTVMSmOx8Ep,Pop Smoke,0.548,0.805,7,-5.732,1,0.351,0.212,0.000389,0.408,0.648,142.094
In The End - Mellen Gi Remix,5rAUZy2eDdegBxUVYxePK2,Tommee Profitt,0.618,0.611,7,-6.654,0,0.11,0.477,0.0333,0.162,0.224,88.07
Sori en oo pahoillani,1GgRUkWVQpbbmfi1ETKJFR,Mouhous,0.731,0.735,4,-4.393,0,0.037,0.0705,0.0241,0.149,0.625,140.083
Supalonely,4nK5YrxbMGZstTLbvj6Gxw,BENEE,0.863,0.631,7,-4.689,1,0.0534,0.305,3.04e-05,0.123,0.817,128.977
P2,3kW4z2pIj5VY5fLjBrMRL5,Lil Uzi Vert,0.775,0.72,11,-5.353,0,0.193,0.0236,0.0,0.114,0.49,155.086
WHATS POPPIN,3Q6F8RByyhRTJpRtZLY3cg,Jack Harlow,0.923,0.604,11,-6.671,0,0.245,0.017,0.0,0.272,0.826,145.062
Heatin Up (feat. Gunna),7KSSdFCBHCfq4KPzz78ghk,Lil Baby,0.788,0.436,1,-9.435,1,0.364,0.0611,0.0,0.0979,0.341,129.847
That Way,5raTDhlbxFDnpn89bxArdH,Lil Uzi Vert,0.719,0.611,7,-5.01,0,0.0403,0.0582,0.0,0.155,0.489,129.962
Envy Me,05t7JMip6JrLuSrMV5yYjX,Calboy,0.556,0.481,11,-7.663,1,0.313,0.282,0.0,0.216,0.581,149.025
100k On A Coupe (feat. Calboy),4wVuGccjXDNf9sWWVajkpk,Pop Smoke,0.669,0.684,5,-3.544,0,0.0696,0.516,0.0,0.214,0.41,146.908
Before Fame,6E0cUJVN1z6DBf0Ahr90rj,OBN Dev,0.692,0.526,5,-9.611,1,0.218,0.153,0.0,0.118,0.511,155.089
God Forgive Me,5mzXnhhcAajdX34p1PQMwk,OBN Dev,0.74,0.613,10,-7.841,0,0.22,0.272,0.0,0.106,0.373,92.436
Bad Vibe (feat. A Boogie Wit da Hoodie & 2 Chainz),1GqluCmHkW69FPpe8OlnB5,Quando Rondo,0.833,0.614,2,-4.842,1,0.17,0.13,0.0,0.0858,0.389,100.03
Imperfect Flower,31sPCnzgurJnFNcvcgWNjq,Quando Rondo,0.612,0.708,2,-4.592,0,0.469,0.309,0.0,0.0851,0.321,151.194
Scarred From Love,5CFvscpivObLfIVQtHyQxE,Quando Rondo,0.652,0.602,8,-6.6,0,0.275,0.224,0.0,0.0953,0.494,167.008
Nightmares (feat. Lil Skies),0qy1xNhQvnRhEpvKxdXYUR,Yung Pinch,0.579,0.698,2,-5.701,1,0.0827,0.107,0.0,0.174,0.302,165.071
20 Years Later,0dc3ds3WAOo6TazfgBuT0E,Yung Pinch,0.762,0.518,9,-7.283,0,0.109,0.232,1.11e-06,0.113,0.547,144.942
"Numbers (feat. Roddy Ricch, Gunna and London On Da Track)",733c1CWmIGymoQXdp7Us88,A Boogie Wit da Hoodie,0.819,0.654,11,-6.665,0,0.136,0.517,0.0,0.0996,0.455,133.503
No Front,3OlQPhDTtTwxSghWt5ePLO,Comethazine,0.576,0.61,1,-10.274,0,0.0464,0.000469,0.0,0.0822,0.164,140.005
All Star (with Lil Tjay),62uolmVjOio9xIfwDM1ZvC,Lil Tecca,0.782,0.644,1,-5.559,0,0.162,0.265,0.0,0.122,0.434,129.972
Diva (feat. Lil Tecca),7gVwgc8b3XnO87TpmXXFA5,The Kid LAROI,0.686,0.703,6,-6.141,0,0.0606,0.00728,0.0,0.0946,0.457,144.902
Slide,0gRbbSuaaELTf26HXRByQH,Sada Baby,0.829,0.751,9,-10.585,1,0.208,0.00211,0.0,0.0513,0.61,126.085
Like That,4Qp9qdNsa37wmvndhoFpS9,YSN Flow,0.724,0.825,2,-4.038,1,0.0418,0.168,0.0,0.141,0.325,92.954
No Go,5RKd9fUJUA7ke35RhmYht0,Young Nudy,0.8,0.697,0,-6.519,1,0.287,0.245,0.0,0.322,0.351,150.194
Number 1 (feat. Landon Cube),5MXmSSUJUOBubD7agTFlka,Yung Pinch,0.473,0.787,4,-4.873,0,0.394,0.128,0.0,0.123,0.283,169.838
Drip Jacker,3LwWnLo70dAdSQU4oqz1Nt,Zaytoven,0.915,0.727,0,-6.477,0,0.298,0.0221,0.0,0.0772,0.713,128.019
Overdue (with Travis Scott),6LyAwkJsHlW7RQ8S1cYAtM,Metro Boomin,0.638,0.4,11,-11.212,0,0.0425,0.733,0.000133,0.334,0.495,150.133
90210 (feat. Kacy Hill),51EC3I1nQXpec4gDk0mQyP,Travis Scott,0.402,0.526,9,-6.741,0,0.0904,0.113,8.33e-06,0.105,0.312,81.404
pick up the phone,20dP2DaMHIAmwWAbp7peSr,Young Thug,0.711,0.739,7,-3.804,0,0.129,0.114,0.0,0.226,0.43,136.919
Pornography,2QeQNF182V61Im0QpjdVta,Travis Scott,0.603,0.649,11,-5.887,1,0.117,0.105,0.0,0.712,0.343,128.815
Wasted (feat. Juicy J),3dtBVBClM5ms0qCBBrqpUb,Travis Scott,0.689,0.61,10,-9.004,0,0.217,0.0836,0.0,0.36,0.119,134.923
Skechers,2alc8VZAzDgdAsL2QMk3hu,DripReport,0.903,0.327,1,-9.727,1,0.0877,0.26,0.011,0.108,0.274,100.008
They Call Me Tiago (Her Name Is Margo),1UxYmRBBJMMuzYcK9miSYs,Tiagz,0.878,0.578,0,-7.581,1,0.0722,0.196,0.433,0.0965,0.148,100.996
Special (feat. Offset and Solo Lucci),1DAl49mec3YC7a3Yc86Gz2,Young Thug,0.91,0.499,8,-5.985,1,0.157,0.0813,0.0,0.0988,0.316,140.012
Monster,2WgyOP8Z1D6GQYumCwH4Dk,Lady Gaga,0.694,0.801,9,-4.503,0,0.0441,0.00124,0.0,0.479,0.646,119.969
Freaking Out The Neighborhood,0MgOsVty0YR1kas7x16yoS,Mac DeMarco,0.573,0.819,8,-5.735,0,0.0866,0.061,0.029,0.386,0.832,143.263
Are You Bored Yet? (feat. Clairo),57RA3JGafJm5zRtKJiKPIm,Wallows,0.682,0.683,8,-6.444,0,0.0287,0.156,2.32e-05,0.273,0.64,120.023
To Be So Lonely,5JiH89mHrv9oWHlD0T326z,Harry Styles,0.758,0.436,0,-7.269,1,0.0418,0.618,1.61e-05,0.335,0.605,104.959
Walked In,0VwUHGgi9xr7EXW6gUkcc9,Ultradiox,0.891,0.538,2,-6.724,1,0.394,0.123,0.0,0.0848,0.643,80.032
Pew Pew Pew,4YpB6dVeCG1UTsk3MWbwKn,Auntie Hammy,0.953,0.57,9,-6.996,1,0.228,0.116,0.000367,0.0489,0.369,130.018
Astronomia,3hWfKBt3n7j1xqIy6LA5ve,Vicetone,0.653,0.945,5,-2.634,1,0.096,0.00561,0.915,0.439,0.326,126.093
Breaking Me,3H7ihDc1dqLriiWXwsc2po,Topic,0.789,0.72,8,-5.652,0,0.218,0.223,0.0,0.129,0.664,122.031
This City,3H3r2nKWa3Yk5gt8xgmsEt,Sam Fischer,0.605,0.377,11,-6.213,1,0.0443,0.733,0.0,0.0808,0.519,73.877
I'm Sorry,5s6QMzY5oeVaOVJJsb59Tj,Swell,0.944,0.541,6,-9.61,0,0.166,0.0879,0.000119,0.033,0.724,134.942
Bust It Open,7dJTX26gYEl9eYwSN44IbL,Lil Wil,0.91,0.689,9,-6.032,1,0.105,0.0435,0.0,0.0978,0.891,149.989
Get Up (feat. Chamillionaire),3rKCDtV8UcF0RytSiXxypc,Ciara,0.964,0.595,1,-6.887,0,0.109,0.0248,5.14e-06,0.0405,0.629,128.593
223's (feat. 9lokknine),29ZXwWOOLz9t5fa3eT3i7T,YNW Melly,0.932,0.547,0,-7.787,0,0.333,0.0388,0.0,0.0924,0.695,94.998
Trust,0oufSLnKQDoBFX5mgkDCgR,Brent Faiyaz,0.764,0.394,8,-8.559,1,0.152,0.231,9.37e-05,0.117,0.465,92.009
Glitter,23TPP1eeElFfvYVznskwCY,BENEE,0.801,0.589,7,-5.157,1,0.0485,0.0863,0.0,0.162,0.58,116.934
Psycho!,5LKkteRQ1wWv7XCIEA5F2q,MASN,0.868,0.365,7,-9.51,1,0.0383,0.433,0.0,0.207,0.471,114.979
Big Girls Don't Cry (Personal),3Q4WeJmzxuDpzMu9QjQqbM,Fergie,0.708,0.641,7,-4.296,1,0.0335,0.205,0.0,0.0945,0.253,113.082
Dirty Dancer,2WOg6FT27iLtN8wetk69nP,Enrique Iglesias,0.651,0.939,11,-3.606,1,0.0774,0.00604,0.0,0.139,0.733,133.05
Love Me Like You,0fIOacVe000P5pNhaKQlQw,Little Mix,0.785,0.674,7,-3.936,1,0.043,0.208,0.0,0.284,0.848,106.058
3:15,6pmZMP2ET1OJi5rKfLO8jD,Bazzi,0.651,0.654,1,-5.481,1,0.0466,0.385,0.0,0.181,0.539,141.975
Let Me Down Slowly,2qxmye6gAegTMjLKEBoR3d,Alec Benjamin,0.652,0.557,1,-5.714,0,0.0318,0.74,0.0,0.124,0.483,150.073
Tears (feat. Louisa Johnson),4cKyHIo4oIZTLW5MujF9nL,Clean Bandit,0.43,0.741,5,-4.355,0,0.0583,0.0441,0.0,0.117,0.297,130.833
My Life Is A Party - Radio Edit,3uksXbaCYVWXLCZ2BYVgYY,ItaloBrothers,0.613,0.926,1,-5.352,1,0.409,0.051,0.0,0.0546,0.16,149.999
MEGATRON,1ZDmxwg7Lywlx68b7SsJjj,Nicki Minaj,0.893,0.641,1,-3.051,1,0.272,0.128,8.06e-05,0.086,0.771,94.017
GTA San Andreas Theme (Remake),3aPkMnaq49WpMxY0KAKwBY,Ben Morfitt (SquidPhysics),0.756,0.591,2,-10.641,1,0.0271,0.00187,0.282,0.0697,0.77,97.011
Epic Sax,0aaW1ZpMjO3A5tnAmUMrcH,JR Serpent,0.818,0.782,6,-7.733,1,0.0351,0.000204,0.894,0.128,0.971,130.732
Burnin' N' Itchin' - Ryanning Remix,6K6Wv1G0MLAEtOJR735x5H,Lovely Peaches,0.867,0.41,8,-6.784,1,0.124,0.000532,0.00076,0.283,0.133,139.978
ok boomer,7uC28XcDrIzIkXe4avLv5n,Peter Kuli,0.917,0.518,1,-2.318,1,0.425,0.0889,0.0,0.0709,0.599,129.879
Fuck You Bitch,7uMBc5uxQRZNFowjhxH9WL,Wheeler Walker Jr.,0.549,0.576,9,-6.282,1,0.0263,0.0364,1.94e-06,0.147,0.452,118.709
Hentai,6RvTtRyn7zVayLUWAJxd5Z,S3RL,0.496,0.76,4,-4.281,1,0.393,0.000799,0.00285,0.368,0.422,174.944
Seinfeld,1xOufOKaxfBlxG6l7ytHZ0,Charlie's Angels,0.773,0.903,2,-6.638,1,0.0547,0.09,0.932,0.0406,0.965,110.478
Gas Pedal,2ng5lhEsASy6jgbOLg877a,Sage The Gemini,0.846,0.538,1,-8.059,1,0.0576,0.0272,0.0,0.123,0.441,97.536
"My Neck, My Back",3H6JUtLbiZh07T7GLiuTON,Khia,0.877,0.696,9,-2.296,0,0.138,0.0302,0.0,0.0478,0.747,102.055
Get Low,0r2Bul2NuCViraT2zX1l5j,Lil Jon & The East Side Boyz,0.521,0.625,1,-7.47,1,0.067,0.0301,0.0,0.121,0.136,101.019
Don't Talk to Me,0jWV8J0UUfvh64Gpqn3Xop,Cal Chuchesta,0.959,0.252,5,-20.628,1,0.325,0.0397,0.000118,0.0712,0.594,119.971
Hey You There,2PEDTqoTTUefVpJfjlAGE4,Soulja Boy,0.935,0.656,5,-9.513,0,0.401,0.0195,0.0,0.527,0.557,119.989
